City,Cloudiness,Country,Date,Humidity,Max_Temp,Lat,Lng,Wind_Speed
Meulaboh,86,ID,1588039217,79,81.554,4.14,96.13,0.65
Mossamedes,83,AO,1588039218,65,72.98599999999999,-15.2,12.15,3.59
Hare Bay,40,CA,1588039218,80,30.2,48.85,-54.01,3.1
Mae Sai,20,TH,1588039218,88,75.00200000000001,20.43,99.88,1.5
Velyka Bahachka,0,UA,1588039218,81,38.606,49.79,33.72,3.06
Suez,52,EG,1588039218,47,70.52,29.97,32.53,3.37
Pampa,1,US,1588039218,30,71.6,35.54,-100.96,3.6
Great Yarmouth,100,GB,1588039218,97,48.992000000000004,52.61,1.73,0.45
Salinópolis,88,BR,1588039219,83,78.782,-0.61,-47.36,1.49
Saldanha,0,ZA,1588039219,74,60.26,-33.01,17.94,2.85
Coahuayana Viejo,0,MX,1588039219,63,74.876,18.73,-103.68,0.81
Porto Velho,75,BR,1588039112,94,75.2,-8.76,-63.9,2.1
Mahon,0,ES,1588039219,93,60.8,39.89,4.27,6.2
Nishihara,40,JP,1588039220,60,73.4,26.18,127.76,3.1
Manavālakurichi,40,IN,1588039220,74,84.2,8.13,77.3,2.1
Ferrol,83,ES,1588039220,82,53.996,43.48,-8.24,0.45
Cap Malheureux,13,MU,1588039220,79,71.99600000000001,-19.98,57.61,2.24
Vila Franca do Campo,75,PT,1588039220,93,62.6,37.72,-25.43,6.2
Borba,100,BR,1588039221,95,75.164,-4.39,-59.59,0.17
Muaná,56,BR,1588039221,93,75.83000000000001,-1.53,-49.22,2.06
Baghdad,100,IQ,1588039222,28,71.6,33.34,44.4,2.6
Liverpool,97,GB,1588039056,76,50.0,53.41,-2.98,1.5
Jackson,90,US,1588039222,49,69.80000000000001,42.42,-122.83,6.2
Springfield,1,US,1588039045,82,57.992000000000004,37.22,-93.3,1.5
Yairipok,99,IN,1588039223,52,70.68199999999999,24.67,94.07,0.59
Bonavista,0,CA,1588039223,87,32.0,48.65,-53.11,0.89
Chistogorskiy,100,RU,1588039223,60,60.008,53.98,87.38,1.58
Asău,0,RO,1588039223,65,39.992000000000004,46.43,26.4,1.71
Avera,1,US,1588039223,72,59.0,33.19,-82.53,1.62
Chilca,68,PE,1588039224,77,68.0,-12.52,-76.74,4.6
Gijón,100,ES,1588039224,90,53.006,43.54,-5.66,2.48
Honningsvåg,100,NO,1588039224,91,28.688,70.98,25.97,3.29
Santa Isabel Rio Negro,100,BR,1588039224,97,74.19200000000001,-0.41,-65.02,1.01
Kathu,40,TH,1588039224,74,84.2,7.92,98.33,4.1
Phan Thiet,67,VN,1588039186,50,88.178,10.93,108.1,4.94
Akdepe,90,TM,1588039225,87,57.2,42.06,59.38,5.1
Agadez,63,NE,1588039225,11,85.74799999999999,19.75,10.25,3.53
Bud,95,US,1588039225,57,62.995999999999995,39.45,-86.18,5.76
Oktyabr'skiy,100,RU,1588039225,89,44.816,54.48,53.47,2.95
Tevaitoa,0,PF,1588039226,76,83.822,-16.78,-151.5,6.01
Aklavik,20,CA,1588039226,44,21.2,68.22,-135.01,2.85
Charters Towers,48,AU,1588039226,48,80.20400000000001,-20.1,146.27,5.86
Soyo,87,AO,1588039227,87,78.872,-6.13,12.37,3.29
Rockport,40,US,1588038993,88,77.0,28.02,-97.05,8.2
Quelimane,47,MZ,1588039227,87,69.134,-17.88,36.89,1.07
Harper,67,LR,1588039227,86,78.404,4.38,-7.72,1.75
Andra,100,RU,1588039227,90,39.146,62.51,65.89,4.14
Hay River,75,CA,1588039226,52,44.6,60.82,-115.8,6.2
Keokuk,1,US,1588039228,68,66.2,40.4,-91.38,4.12
Lipari,18,IT,1588039228,83,62.006,38.47,14.95,3.05
Castelbuono,0,IT,1588039228,91,57.992000000000004,37.93,14.09,0.96
Key Largo,0,US,1588039228,67,78.008,25.09,-80.45,1.79
Havøysund,75,NO,1588039228,86,26.6,71.0,24.66,3.1
Bukama,100,CD,1588039228,73,68.666,-9.2,25.85,1.11
Piaçabuçu,63,BR,1588039228,85,77.23400000000001,-10.41,-36.43,1.01
Labuhan,100,ID,1588039229,74,83.426,-6.88,112.21,1.73
Lincoln,1,US,1588039229,41,75.2,40.8,-96.67,5.1
Jiblah,51,YE,1588039229,47,64.05799999999999,13.92,44.15,1.14
Vostok,62,RU,1588039229,42,46.112,46.49,135.88,3.14
Hamilton,40,US,1588038725,47,60.008,39.18,-84.53,3.6
Arrondissement de Nevers,100,FR,1588039230,93,51.8,46.92,3.33,4.1
Coquimbo,20,CL,1588039230,87,59.0,-29.95,-71.34,1.0
Brae,97,GB,1588039230,75,42.8,60.4,-1.35,7.2
Lufilufi,100,WS,1588039230,82,80.78,-13.87,-171.6,3.91
Chul'man,100,RU,1588039230,53,39.757999999999996,56.85,124.91,5.65
Valday,6,RU,1588039231,93,27.554,57.97,33.25,1.55
Cayce,20,US,1588039231,45,62.6,33.97,-81.07,1.43
Alofi,93,NU,1588039231,75,79.61,-19.06,-169.92,1.92
Barra Patuca,0,HN,1588039231,78,80.654,15.8,-84.28,4.56
Along,100,IN,1588039231,73,67.49600000000001,28.17,94.77,0.95
Cedar City,1,US,1588039080,16,75.2,37.68,-113.06,4.1
Sémbé,82,CG,1588039232,84,68.882,1.65,14.58,0.7
Kuito,34,AO,1588039232,48,56.534000000000006,-12.38,16.93,1.35
Walvis Bay,0,NA,1588039232,93,55.994,-22.96,14.51,1.0
Kudahuvadhoo,97,MV,1588039232,73,85.44200000000001,2.67,72.89,4.38
Juneau,90,US,1588039232,81,44.6,58.3,-134.42,8.7
Bondo,94,CD,1588039232,85,68.53999999999999,3.81,23.69,1.02
Malé,75,MV,1588039054,83,84.2,4.17,73.51,4.6
Carauari,100,BR,1588039232,95,73.85,-4.88,-66.9,1.32
Eureka,90,US,1588038966,82,64.004,40.8,-124.16,1.04
Gamba,99,GA,1588039233,91,75.758,-2.65,10.0,2.64
Caravelas,0,BR,1588039233,82,74.012,-17.71,-39.25,4.09
Sattahip,20,TH,1588039233,78,82.4,12.67,100.9,4.1
Diamantino,74,BR,1588039233,63,71.726,-14.41,-56.45,1.72
Cayenne,90,GF,1588039233,100,77.0,4.93,-52.33,4.64
Bogale,99,MM,1588039233,56,85.838,16.28,95.4,1.77
Qasigiannguit,100,GL,1588039234,92,30.2,68.82,-51.19,3.6
Homocea,0,RO,1588039234,69,39.992000000000004,46.13,27.23,0.5
Vilyuysk,99,RU,1588039234,77,36.536,63.76,121.62,1.66
Livingston,95,GB,1588039234,93,42.007999999999996,55.9,-3.52,1.5
Fukuechō,40,JP,1588039234,59,62.6,32.69,128.84,8.7
Marawi,100,PH,1588039234,81,82.994,8.0,124.29,2.24
Dolzhanskaya,0,RU,1588039234,53,46.004000000000005,46.63,37.8,3.58
Nantucket,90,US,1588039235,35,42.8,41.28,-70.1,12.3
Yichun,20,CN,1588039235,36,53.474000000000004,47.7,128.9,4.14
Kahului,40,US,1588039078,58,82.4,20.89,-156.47,12.9
Cabinda,100,AO,1588039235,87,79.16,-5.55,12.2,2.97
Xinyang,0,CN,1588039235,36,67.1,32.12,114.07,1.58
Bekhtery,0,UA,1588039235,76,48.002,46.25,32.29,2.24
Vuktyl,96,RU,1588039236,92,31.55,63.86,57.31,1.93
Seoul,1,KR,1588039121,38,60.8,37.57,126.98,4.68
Huarmey,99,PE,1588039236,82,69.02600000000001,-10.07,-78.15,4.4
Verāval,1,IN,1588039236,83,79.394,20.9,70.37,5.11
Kindersley,90,CA,1588039226,33,59.0,51.47,-109.17,9.8
Saraland,3,US,1588039236,54,68.0,30.82,-88.07,1.79
Prince Rupert,75,CA,1588039011,74,48.2,54.32,-130.32,5.7
Eyl,17,SO,1588039237,78,83.26400000000001,7.98,49.82,3.2
Manono,89,CD,1588039237,75,68.918,-7.3,27.42,1.23
Coos Bay,90,US,1588039237,93,57.2,43.37,-124.22,4.1
Haimen,84,CN,1588039237,50,75.2,23.19,116.61,2.0
Kattivākkam,40,IN,1588039237,89,84.992,13.22,80.32,1.0
Polson,100,US,1588039237,72,51.008,47.69,-114.16,2.24
Sinegor'ye,95,RU,1588039237,84,28.616,62.08,150.48,1.7
Östersund,99,SE,1588039238,93,32.0,63.18,14.64,2.6
Barra de Tecoanapa,0,MX,1588039238,82,80.132,16.52,-98.75,1.98
Vorkuta,99,RU,1588039238,95,23.648,67.5,64.0,2.05
Cochrane,75,CA,1588039225,31,51.008,51.18,-114.47,8.7
Qeshm,20,IR,1588039238,78,78.80000000000001,26.96,56.27,3.1
Marquette,92,US,1588039238,89,41.0,46.53,-87.63,0.45
Warrington,100,GB,1588039238,76,50.0,53.39,-2.58,1.5
Northam,100,GB,1588039239,91,55.004,51.03,-4.22,3.76
Ordynskoye,100,RU,1588039239,52,53.528000000000006,54.37,81.9,2.26
Tashtyp,23,RU,1588039239,56,59.36,52.79,89.9,0.87
Olkhovka,17,RU,1588039239,85,45.536,53.21,60.61,1.71
Kharan,0,PK,1588039239,28,79.358,28.58,65.42,1.31
Khilok,100,RU,1588039240,49,51.8,51.37,110.47,1.62
Natal,20,BR,1588039117,94,77.0,-5.79,-35.21,1.5
Half Moon Bay,40,US,1588039240,52,69.80000000000001,37.46,-122.43,6.2
Pinotepa Nacional,11,MX,1588039240,80,75.848,16.32,-98.02,0.41
Atyrau,35,KZ,1588039229,75,42.8,47.12,51.88,3.0
Mirny,40,RU,1588039240,81,46.4,62.54,113.96,6.0
Guane,53,CU,1588039240,84,74.804,22.2,-84.09,3.44
Petropavlovsk-Kamchatskiy,75,RU,1588039240,48,44.6,53.05,158.65,3.0
Berlevåg,100,NO,1588039241,92,26.384,70.86,29.09,3.22
Salem,8,IN,1588039210,63,81.28399999999999,11.65,78.17,0.64
Tiznit Province,65,MA,1588039241,70,56.93,29.58,-9.5,2.33
Marfino,75,RU,1588039241,93,41.0,55.7,37.38,4.0
Yulara,58,AU,1588039241,32,82.4,-25.24,130.99,8.2
Wexford,98,IE,1588039241,86,44.996,52.33,-6.46,3.82
Beringovskiy,16,RU,1588039241,94,28.094,63.05,179.32,2.45
Dingle,80,PH,1588039241,52,89.762,11.0,122.67,5.78
Smithers,40,CA,1588039186,61,48.2,54.78,-127.17,6.2
Nueva Imperial,90,CL,1588039242,100,53.6,-38.73,-72.95,1.5
Vitré,90,FR,1588039242,93,53.6,48.12,-1.21,3.1
Khorinsk,97,RU,1588039242,39,55.436,52.17,109.77,2.71
Esim,1,GH,1588039242,82,79.46600000000001,4.87,-2.24,1.47
Batagay,48,RU,1588039242,89,27.698,67.63,134.63,3.22
Greenville,1,US,1588039165,81,53.6,35.61,-77.37,2.77
Fortuna,20,US,1588039242,87,64.004,40.6,-124.16,4.1
Olafsvik,31,IS,1588039243,76,42.566,64.89,-23.71,0.45
